Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Complexity aspects of polarizationless membrane systems","Natural Computing","","8","4","10.1007/s11047-008-9100-1","Alberto LeporatiClaudio FerrettiGiancarlo MauriMario J. Pérez-JiménezClaudio Zandron","2009","http://link.springer.com/article/10.1007/s11047-008-9100-1","Article"
"DeSIRE 2: Satcom Modeling and Simulation a Powerful Tool to Enable Cost Effective and Safe Approach to RPAS Operational Deployment","Modelling and Simulation for Autonomous Systems","","","","10.1007/978-3-319-47605-6_26","Giancarlo CosenzaAlessandro MuraAlessandro RighettoFabio De PiccoliDario RapisardiLaura Anselmi","2016","http://link.springer.com/chapter/10.1007/978-3-319-47605-6_26","Chapter"
"Identification of Individualized Feature Combinations for Survival Prediction in Breast Cancer: A Comparison of Machine Learning Techniques","Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics","","","","10.1007/978-3-642-12211-8_10","Leonardo VanneschiAntonella FarinaccioMario GiacobiniGiancarlo MauriMarco AntoniottiPaolo Provero","2010","http://link.springer.com/chapter/10.1007/978-3-642-12211-8_10","Chapter"
"The interaction type approach to relationships management","Journal of Ambient Intelligence and Humanized Computing","","10","1","10.1007/s12652-017-0643-9","Giancarlo NotaRossella Aiello","2019","http://link.springer.com/article/10.1007/s12652-017-0643-9","Article"
"A deep learning-based driver distraction identification framework over edge cloud","Neural Computing and Applications","","","","10.1007/s00521-020-05328-1","Abdu GumaeiMabrook Al-RakhamiMohammad Mehedi HassanAtif AlamriMusaed AlhusseinMd. Abdur RazzaqueGiancarlo Fortino","2020","http://link.springer.com/article/10.1007/s00521-020-05328-1","Article"
"Evaluating space measures in P systems","Journal of Membrane Computing","","4","3","10.1007/s41965-022-00106-5","Artiom AlhazovAlberto LeporatiLuca ManzoniGiancarlo MauriClaudio Zandron","2022","http://link.springer.com/article/10.1007/s41965-022-00106-5","Article"
"Identification and prediction of attacks to industrial control systems using temporal point processes","Journal of Ambient Intelligence and Humanized Computing","","14","5","10.1007/s12652-022-04416-5","Giancarlo FortinoClaudia GrecoAntonella GuzzoMichele Ianni","2023","http://link.springer.com/article/10.1007/s12652-022-04416-5","Article"
"Towards Ontological Foundations for UML Conceptual Models","On the Move to Meaningful Internet Systems 2002: CoopIS, DOA, and ODBASE","","","","10.1007/3-540-36124-3_70","Giancarlo GuizzardiHeinrich HerreGerd Wagner","2002","http://link.springer.com/chapter/10.1007/3-540-36124-3_70","Chapter"
"Decision-making authority, team efficiency and human worker satisfaction in mixed human–robot teams","Autonomous Robots","","39","3","10.1007/s10514-015-9457-9","Matthew C. GombolayReymundo A. GutierrezShanelle G. ClarkeGiancarlo F. SturlaJulie A. Shah","2015","http://link.springer.com/article/10.1007/s10514-015-9457-9","Article"
"Complexity Classes for Membrane Systems: A Survey","Language and Automata Theory and Applications","","","","10.1007/978-3-319-15579-1_4","Giancarlo MauriAlberto LeporatiLuca ManzoniAntonio E. PorrecaClaudio Zandron","2015","http://link.springer.com/chapter/10.1007/978-3-319-15579-1_4","Chapter"
"A robust framework to investigate the reliability and stability of explainable artificial intelligence markers of Mild Cognitive Impairment and Alzheimer’s Disease","Brain Informatics","","9","1","10.1186/s40708-022-00165-5","Angela LombardiDomenico DiaconoNicola AmorosoPrzemysław BiecekAlfonso MonacoLoredana BellantuonoEster PantaleoGiancarlo LogroscinoRoberto De BlasiSabina TangaroRoberto Bellotti","2022","http://link.springer.com/article/10.1186/s40708-022-00165-5","Article"
"A novel muscle-computer interface for hand gesture recognition using depth vision","Journal of Ambient Intelligence and Humanized Computing","","11","11","10.1007/s12652-020-01913-3","Xuanyi ZhouWen QiSalih Ertug OvurLongbin ZhangYingbai HuHang SuGiancarlo FerrignoElena De Momi","2020","http://link.springer.com/article/10.1007/s12652-020-01913-3","Article"
"Multi-task learning for few-shot biomedical relation extraction","Artificial Intelligence Review","","56","11","10.1007/s10462-023-10484-6","Vincenzo MoscatoGiuseppe NapolanoMarco PostiglioneGiancarlo Sperlì","2023","http://link.springer.com/article/10.1007/s10462-023-10484-6","Article"
"Endurant Types in Ontology-Driven Conceptual Modeling: Towards OntoUML 2.0","Conceptual Modeling","","","","10.1007/978-3-030-00847-5_12","Giancarlo GuizzardiClaudenir M. FonsecaAlessander Botti BenevidesJoão Paulo A. AlmeidaDaniele PorelloTiago Prince Sales","2018","http://link.springer.com/chapter/10.1007/978-3-030-00847-5_12","Chapter"
"The Hunter","The Hunter","","","","10.1007/978-3-319-02060-0_1","Giancarlo Genta","2014","http://link.springer.com/chapter/10.1007/978-3-319-02060-0_1","Chapter"
"Keystroke Analysis of Different Languages: A Case Study","Advances in Intelligent Data Analysis VI","","","","10.1007/11552253_13","Daniele GunettiClaudia PicardiGiancarlo Ruffo","2005","http://link.springer.com/chapter/10.1007/11552253_13","Chapter"
"Databases and Information Systems: Contributions from ADBIS 2023 Workshops and Doctoral Consortium","New Trends in Database and Information Systems","","","","10.1007/978-3-031-42941-5_26","Adam PrzybyłekAleksandra KarpusAllel HadjaliAnton DignösCarmem S. HaraDanae Pla KaridiEster ZumpanoFabio PersiaGenoveva Vargas-SolarGeorge PapastefanatosGiancarlo SperlìGiorgos GiannopoulosIvan LukovićJulien AligonManolis TerrovitisMarek Grzegorowski","2023","http://link.springer.com/chapter/10.1007/978-3-031-42941-5_26","Chapter"
"Conceptual Modeling of Legal Relations","Conceptual Modeling","","","","10.1007/978-3-030-00847-5_14","Cristine GriffoJoão Paulo A. AlmeidaGiancarlo Guizzardi","2018","http://link.springer.com/chapter/10.1007/978-3-030-00847-5_14","Chapter"
"A comprehensive Benchmark for fake news detection","Journal of Intelligent Information Systems","","59","1","10.1007/s10844-021-00646-9","Antonio GalliElio MasciariVincenzo MoscatoGiancarlo Sperlí","2022","http://link.springer.com/article/10.1007/s10844-021-00646-9","Article"
"Incorporating Types of Types in Ontology-Driven Conceptual Modeling","Conceptual Modeling","","","","10.1007/978-3-031-17995-2_2","Claudenir M. FonsecaGiancarlo GuizzardiJoão Paulo A. AlmeidaTiago Prince SalesDaniele Porello","2022","http://link.springer.com/chapter/10.1007/978-3-031-17995-2_2","Chapter"
"Learned Sorted Table Search and Static Indexes in Small Model Space","AIxIA 2021 – Advances in Artificial Intelligence","","","","10.1007/978-3-031-08421-8_32","Domenico AmatoGiosué Lo BoscoRaffaele Giancarlo","2022","http://link.springer.com/chapter/10.1007/978-3-031-08421-8_32","Chapter"
"A Closed Loop Neural Scheme to Control Knee Flex-Extension Induced by Functional Electrical Stimulation: Simulation Study and Experimental Test on a Paraplegic Subject","Speech, Audio, Image and Biomedical Signal Processing using Neural Networks","","","","10.1007/978-3-540-75398-8_18","Simona FerranteAlessandra PedrocchiGiancarlo Ferrigno","2008","http://link.springer.com/chapter/10.1007/978-3-540-75398-8_18","Chapter"
"Stance Evolution and Twitter Interactions in an Italian Political Debate","Natural Language Processing and Information Systems","","","","10.1007/978-3-319-91947-8_2","Mirko LaiViviana PattiGiancarlo RuffoPaolo Rosso","2018","http://link.springer.com/chapter/10.1007/978-3-319-91947-8_2","Chapter"
"A Comparative Study of Four Parallel and Distributed PSO Methods","New Generation Computing","","29","2","10.1007/s00354-010-0102-z","Leonardo VanneschiDaniele CodecasaGiancarlo Mauri","2011","http://link.springer.com/article/10.1007/s00354-010-0102-z","Article"
"An Ontology of Security from a Risk Treatment Perspective","Conceptual Modeling","","","","10.1007/978-3-031-17995-2_26","Ítalo OliveiraTiago Prince SalesRiccardo BaratellaMattia FumagalliGiancarlo Guizzardi","2022","http://link.springer.com/chapter/10.1007/978-3-031-17995-2_26","Chapter"
"Towards an Ontological Account of Agent-Oriented Goals","Software Engineering for Multi-Agent Systems V","","","","10.1007/978-3-540-73131-3_9","Renata S. S. GuizzardiGiancarlo GuizzardiAnna PeriniJohn Mylopoulos","2007","http://link.springer.com/chapter/10.1007/978-3-540-73131-3_9","Chapter"
"Evaluating eXplainable artificial intelligence tools for hard disk drive predictive maintenance","Artificial Intelligence Review","","56","7","10.1007/s10462-022-10354-7","Antonino FerraroAntonio GalliVincenzo MoscatoGiancarlo Sperlì","2023","http://link.springer.com/article/10.1007/s10462-022-10354-7","Article"
"Shallow laconic P systems can count","Journal of Membrane Computing","","2","1","10.1007/s41965-020-00032-4","Alberto LeporatiLuca ManzoniGiancarlo MauriAntonio E. PorrecaClaudio Zandron","2020","http://link.springer.com/article/10.1007/s41965-020-00032-4","Article"
"Computational Intelligence: An Introduction","Computational Intelligence and Quantitative Software Engineering","","","","10.1007/978-3-319-25964-2_2","Witold PedryczAlberto SillittiGiancarlo Succi","2016","http://link.springer.com/chapter/10.1007/978-3-319-25964-2_2","Chapter"
"Knowledge Extraction from Events Flows","Methodologies and Technologies for Networked Enterprises","","","","10.1007/978-3-642-31739-2_11","Alireza Rezaei MahdirajiBruno RossiAlberto SillittiGiancarlo Succi","2012","http://link.springer.com/chapter/10.1007/978-3-642-31739-2_11","Chapter"
"Representing Collectives and Their Members in UML Conceptual Models: An Ontological Analysis","Advances in Conceptual Modeling – Applications and Challenges","","","","10.1007/978-3-642-16385-2_33","Giancarlo Guizzardi","2010","http://link.springer.com/chapter/10.1007/978-3-642-16385-2_33","Chapter"
"Using Subtree Crossover Distance to Investigate Genetic Programming Dynamics","Genetic Programming","","","","10.1007/11729976_21","Leonardo VanneschiSteven GustafsonGiancarlo Mauri","2006","http://link.springer.com/chapter/10.1007/11729976_21","Chapter"
"Towards the Use of Genetic Programming for the Prediction of Survival in Cancer","Evolution, Complexity and Artificial Life","","","","10.1007/978-3-642-37577-4_12","Marco GiacobiniPaolo ProveroLeonardo VanneschiGiancarlo Mauri","2014","http://link.springer.com/chapter/10.1007/978-3-642-37577-4_12","Chapter"
"Stability-Based Model Selection for High Throughput Genomic Data: An Algorithmic Paradigm","Artificial Immune Systems","","","","10.1007/978-3-642-33757-4_20","Raffaele GiancarloFilippo Utro","2012","http://link.springer.com/chapter/10.1007/978-3-642-33757-4_20","Chapter"
"Agent Roles, Qua Individuals and the Counting Problem","Software Engineering for Multi-Agent Systems IV","","","","10.1007/11738817_9","Giancarlo Guizzardi","2006","http://link.springer.com/chapter/10.1007/11738817_9","Chapter"
"A Critical Analysis of Classifier Selection in Learned Bloom Filters: The Essentials","Engineering Applications of Neural Networks","","","","10.1007/978-3-031-34204-2_5","Dario MalchiodiDavide RaimondiGiacomo FumagalliRaffaele GiancarloMarco Frasca","2023","http://link.springer.com/chapter/10.1007/978-3-031-34204-2_5","Chapter"
"Ontological Foundations for Conceptual Part-Whole Relations: The Case of Collectives and Their Parts","Advanced Information Systems Engineering","","","","10.1007/978-3-642-21640-4_12","Giancarlo Guizzardi","2011","http://link.springer.com/chapter/10.1007/978-3-642-21640-4_12","Chapter"
"Longest Motifs with a Functionally Equivalent Central Block","String Processing and Information Retrieval","","","","10.1007/978-3-540-30213-1_42","Maxime CrochemoreRaffaele GiancarloMarie-France Sagot","2004","http://link.springer.com/chapter/10.1007/978-3-540-30213-1_42","Chapter"
"Formal Semantics and Ontological Analysis for Understanding Subsetting, Specialization and Redefinition of Associations in UML","Conceptual Modeling – ER 2011","","","","10.1007/978-3-642-24606-7_15","Dolors CostalCristina GómezGiancarlo Guizzardi","2011","http://link.springer.com/chapter/10.1007/978-3-642-24606-7_15","Chapter"
"Transfer learning-based quantized deep learning models for nail melanoma classification","Neural Computing and Applications","","35","30","10.1007/s00521-023-08925-y","Mujahid HussainMakhmoor FizaAiman KhalilAsad Ali SiyalFayaz Ali DharejoWaheeduddin HyderAntonella GuzzoMoez KrichenGiancarlo Fortino","2023","http://link.springer.com/article/10.1007/s00521-023-08925-y","Article"
"Autonomic Workflow and Business Process Modelling for Networked Enterprises","Methodologies and Technologies for Networked Enterprises","","","","10.1007/978-3-642-31739-2_7","Gerardo CanforaGiancarlo TretolaEugenio Zimeo","2012","http://link.springer.com/chapter/10.1007/978-3-642-31739-2_7","Chapter"
"Development of a Socially Believable Multi-Robot Solution from Town to Home","Cognitive Computation","","6","4","10.1007/s12559-014-9290-z","Filippo CavalloRaffaele LimosaniAlessandro ManziManuele BonaccorsiRaffaele EspositoMaurizio Di RoccoFederico PecoraGiancarlo TetiAlessandro SaffiottiPaolo Dario","2014","http://link.springer.com/article/10.1007/s12559-014-9290-z","Article"
"Markerless Motion Capture through Visual Hull, Articulated ICP and Subject Specific Model Generation","International Journal of Computer Vision","","87","1 - 2","10.1007/s11263-009-0284-3","Stefano CorazzaLars MündermannEmiliano GambarettoGiancarlo FerrignoThomas P. Andriacchi","2010","http://link.springer.com/article/10.1007/s11263-009-0284-3","Article"
"Ontological Meta-properties of Derived Object Types","Advanced Information Systems Engineering","","","","10.1007/978-3-642-31095-9_21","Giancarlo Guizzardi","2012","http://link.springer.com/chapter/10.1007/978-3-642-31095-9_21","Chapter"
"Can Ontologies Systematically Help in the Design of Domain-Specific Visual Languages?","On the Move to Meaningful Internet Systems: OTM 2013 Conferences","","","","10.1007/978-3-642-41030-7_54","Maria das Graças da Silva TeixeiraRicardo de Almeida FalboGiancarlo Guizzardi","2013","http://link.springer.com/chapter/10.1007/978-3-642-41030-7_54","Chapter"
"Putting It All Together: Using the ArtDeco Approach in the Wine Business Domain","Methodologies and Technologies for Networked Enterprises","","","","10.1007/978-3-642-31739-2_21","Eugenio ZimeoValentina MazzaGiorgio OrsiElisa QuintarelliAntonio RomanoPaola SpoletiniGiancarlo TretolaAlessandro AmiranteAlessio BottaLuca CavallaroDomenico ConsoliEster GiallonardoFabrizio Maria MaggiGabriele Tiotto","2012","http://link.springer.com/chapter/10.1007/978-3-642-31739-2_21","Chapter"
"P systems with active membranes: trading time for space","Natural Computing","","10","1","10.1007/s11047-010-9189-x","Antonio E. PorrecaAlberto LeporatiGiancarlo MauriClaudio Zandron","2011","http://link.springer.com/article/10.1007/s11047-010-9189-x","Article"
"Monodirectional P systems","Natural Computing","","15","4","10.1007/s11047-016-9565-2","Alberto LeporatiLuca ManzoniGiancarlo MauriAntonio E. PorrecaClaudio Zandron","2016","http://link.springer.com/article/10.1007/s11047-016-9565-2","Article"
"Organizing Ontology Design Patterns as Ontology Pattern Languages","The Semantic Web: Semantics and Big Data","","","","10.1007/978-3-642-38288-8_5","Ricardo de Almeida FalboMonalessa Perini BarcellosJulio Cesar NardiGiancarlo Guizzardi","2013","http://link.springer.com/chapter/10.1007/978-3-642-38288-8_5","Chapter"
"Towards a Cognitive Semantics of Types","AI*IA 2017 Advances in Artificial Intelligence","","","","10.1007/978-3-319-70169-1_32","Daniele PorelloGiancarlo Guizzardi","2017","http://link.springer.com/chapter/10.1007/978-3-319-70169-1_32","Chapter"
"In Defense of a Trope-Based Ontology for Conceptual Modeling: An Example with the Foundations of Attributes, Weak Entities and Datatypes","Conceptual Modeling - ER 2006","","","","10.1007/11901181_10","Giancarlo GuizzardiClaudio MasoloStefano Borgo","2006","http://link.springer.com/chapter/10.1007/11901181_10","Chapter"
"Software assurance practices for mobile applications","Computing","","97","10","10.1007/s00607-014-0395-8","Luis CorralAlberto SillittiGiancarlo Succi","2015","http://link.springer.com/article/10.1007/s00607-014-0395-8","Article"
"Transforming OntoUML into Alloy: towards conceptual model validation using a lightweight formal method","Innovations in Systems and Software Engineering","","6","1 - 2","10.1007/s11334-009-0120-5","Bernardo F. B. BragaJoão Paulo Andrade AlmeidaGiancarlo GuizzardiAlessander B. Benevides","2010","http://link.springer.com/article/10.1007/s11334-009-0120-5","Article"
"Simulating the Behaviour of Choquet-Like (pre) Aggregation Functions for Image Resizing in the Pooling Layer of Deep Learning Networks","Fuzzy Techniques: Theory and Applications","","","","10.1007/978-3-030-21920-8_21","Camila DiasJessica BuenoEduardo BorgesGiancarlo LuccaHelida SantosGraçaliz DimuroHumberto BustincePaulo Drews Jr.Silvia BotelhoEduardo Palmeira","2019","http://link.springer.com/chapter/10.1007/978-3-030-21920-8_21","Chapter"
"Sense of Presence and Cybersickness While Cycling in Virtual Environments: Their Contribution to Subjective Experience","Augmented Reality, Virtual Reality, and Computer Graphics","","","","10.1007/978-3-319-95270-3_1","Marta MondelliniSara ArlatiLuca GreciGiancarlo FerrignoMarco Sacco","2018","http://link.springer.com/chapter/10.1007/978-3-319-95270-3_1","Chapter"
"SEON: A Software Engineering Ontology Network","Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-319-49004-5_34","Fabiano Borges RuyRicardo de Almeida FalboMonalessa Perini BarcellosSimone Dornelas CostaGiancarlo Guizzardi","2016","http://link.springer.com/chapter/10.1007/978-3-319-49004-5_34","Chapter"
"A Common Foundational Theory for Bridging Two Levels in Ontology-Driven Conceptual Modeling","Software Language Engineering","","","","10.1007/978-3-642-36089-3_17","Giancarlo GuizzardiVeruska Zamborlini","2013","http://link.springer.com/chapter/10.1007/978-3-642-36089-3_17","Chapter"
"Intrusion Detection through Behavioral Data","Advances in Intelligent Data Analysis","","","","10.1007/3-540-48412-4_32","Daniele GunettiGiancarlo Ruffo","1999","http://link.springer.com/chapter/10.1007/3-540-48412-4_32","Chapter"
"CMDP-based intelligent transmission for wireless body area network in remote health monitoring","Neural Computing and Applications","","32","3","10.1007/s00521-019-04034-x","Weilin ZangFen MiaoRaffaele GravinaFangmin SunGiancarlo FortinoYe Li","2020","http://link.springer.com/article/10.1007/s00521-019-04034-x","Article"
"Characterizing PSPACE with shallow non-confluent P systems","Journal of Membrane Computing","","1","2","10.1007/s41965-019-00011-4","Alberto LeporatiLuca ManzoniGiancarlo MauriAntonio E. PorrecaClaudio Zandron","2019","http://link.springer.com/article/10.1007/s41965-019-00011-4","Article"
"GTVcut for neuro-radiosurgery treatment planning: an MRI brain cancer seeded image segmentation method based on a cellular automata model","Natural Computing","","17","3","10.1007/s11047-017-9636-z","Leonardo RundoCarmelo MilitelloGiorgio RussoSalvatore VitabileMaria Carla GilardiGiancarlo Mauri","2018","http://link.springer.com/article/10.1007/s11047-017-9636-z","Article"
"Associative structures for vision","Multidimensional Systems and Signal Processing","","5","1","10.1007/BF00985864","Davide AnguitaGiancarlo ParodiRodolfo Zunino","1994","http://link.springer.com/article/10.1007/BF00985864","Article"
"On the Development of Mobile Agent Systems for Wireless Sensor Networks: Issues and Solutions","Multiagent Systems and Applications","","","","10.1007/978-3-642-33323-1_8","Giancarlo FortinoStefano Galzarano","2013","http://link.springer.com/chapter/10.1007/978-3-642-33323-1_8","Chapter"
"The Three Steps of Clustering in the Post-Genomic Era: A Synopsis","Computational Intelligence Methods for Bioinformatics and Biostatistics","","","","10.1007/978-3-642-21946-7_2","R. GiancarloG. Lo BoscoL. PinelloF. Utro","2011","http://link.springer.com/chapter/10.1007/978-3-642-21946-7_2","Chapter"
"Fifty Shades of Green: How Informative is a Compliant Process Trace?","Advanced Information Systems Engineering","","","","10.1007/978-3-030-21290-2_38","Andrea BurattinGiancarlo GuizzardiFabrizio Maria MaggiMarco Montali","2019","http://link.springer.com/chapter/10.1007/978-3-030-21290-2_38","Chapter"
"Application and Comparison of CC-Integrals in Business Group Decision Making","Enterprise Information Systems","","","","10.1007/978-3-031-08965-7_7","Jonata WieczynskiGiancarlo LuccaEduardo BorgesGraçaliz DimuroRodolfo LourenzuttiHumberto Bustince","2022","http://link.springer.com/chapter/10.1007/978-3-031-08965-7_7","Chapter"
"A proposal for tuning the 
              
                
              
              $$\alpha $$
              
                α
              
             parameter in 
              
                
              
              $$C_{\alpha }C$$
              
                
                  
                    C
                    α
                  
                  C
                
              
            -integrals for application in fuzzy rule-based classification systems","Natural Computing","","19","3","10.1007/s11047-018-9678-x","Giancarlo LuccaJosé A. SanzGraçaliz P. DimuroBenjamín BedregalHumberto Bustince","2020","http://link.springer.com/article/10.1007/s11047-018-9678-x","Article"
"The AVANTSSAR Platform for the Automated Validation of Trust and Security of Service-Oriented Architectures","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-642-28756-5_19","Alessandro ArmandoWihem ArsacTigran AvanesovMichele BarlettaAlberto CalviAlessandro CappaiRoberto CarboneYannick ChevalierLuca CompagnaJorge CuéllarGabriel ErzseSimone FrauMarius MineaSebastian MödersheimDavid von OheimbGiancarlo Pellegrino","2012","http://link.springer.com/chapter/10.1007/978-3-642-28756-5_19","Chapter"
"A Fuzzy Reasoning Method Based on Ensembles of Generalizations of the Choquet Integral","Intelligent Systems","","","","10.1007/978-3-030-61380-8_13","Giancarlo LuccaEduardo N. BorgesHelida SantosGraçaliz P. DimuroTiago C. AsmusJosé A. SanzHumberto Bustince","2020","http://link.springer.com/chapter/10.1007/978-3-030-61380-8_13","Chapter"
"Dealing with Different Languages and Old Profiles in Keystroke Analysis of Free Text","AI*IA 2005: Advances in Artificial Intelligence","","","","10.1007/11558590_36","Daniele GunettiClaudia PicardiGiancarlo Ruffo","2005","http://link.springer.com/chapter/10.1007/11558590_36","Chapter"
"On controlling rewriting by properties of strings and symbols","New Trends in Formal Languages","","","","10.1007/3-540-62844-4_6","Paolo BottoniGiancarlo MauriPiero Mussio","1997","http://link.springer.com/chapter/10.1007/3-540-62844-4_6","Chapter"
"An improved combinatorial biclustering algorithm","Neural Computing and Applications","","22","1","10.1007/s00521-012-0902-9","Ekaterina NosovaFrancesco NapolitanoRoberto AmatoSergio CocozzaGennaro MieleGiancarlo RaiconiRoberto Tagliaferri","2013","http://link.springer.com/article/10.1007/s00521-012-0902-9","Article"
"Dysfunctional personality traits in adolescence: effects on alerting, orienting and executive control of attention","Cognitive Processing","","18","2","10.1007/s10339-017-0797-6","Maria CasagrandeAndrea MarottaValeria CaneponeAlfredo SpagnaCaterina RosaGiancarlo DimaggioAugusto Pasini","2017","http://link.springer.com/article/10.1007/s10339-017-0797-6","Article"
"m-Asynchronous cellular automata: from fairness to quasi-fairness","Natural Computing","","12","4","10.1007/s11047-013-9386-5","Alberto DennunzioEnrico FormentiLuca ManzoniGiancarlo Mauri","2013","http://link.springer.com/article/10.1007/s11047-013-9386-5","Article"
"Distance Functions, Clustering Algorithms and Microarray Data Analysis","Learning and Intelligent Optimization","","","","10.1007/978-3-642-13800-3_10","Raffaele GiancarloGiosuè Lo BoscoLuca Pinello","2010","http://link.springer.com/chapter/10.1007/978-3-642-13800-3_10","Chapter"
"d-CC Integrals: Generalizing CC-Integrals by Restricted Dissimilarity Functions with Applications to Fuzzy-Rule Based Systems","Intelligent Systems","","","","10.1007/978-3-031-45368-7_16","Joelson SartoriGiancarlo LuccaTiago AsmusHelida SantosEduardo BorgesBenjamin BedregalHumberto BustinceGraçaliz Pereira Dimuro","2023","http://link.springer.com/chapter/10.1007/978-3-031-45368-7_16","Chapter"
"On the Generalizations of the Choquet Integral for Application in FRBCs","Intelligent Systems","","","","10.1007/978-3-030-91702-9_33","Giancarlo LuccaEduardo N. BorgesRafael A. BerriLeonardo EmmendorferGraçaliz P. DimuroTiago C. Asmus","2021","http://link.springer.com/chapter/10.1007/978-3-030-91702-9_33","Chapter"
"On the Suitability of Neural Networks as Building Blocks for the Design of Efficient Learned Indexes","Engineering Applications of Neural Networks","","","","10.1007/978-3-031-08223-8_10","Domenico AmatoGiosué Lo BoscoRaffaele Giancarlo","2022","http://link.springer.com/chapter/10.1007/978-3-031-08223-8_10","Chapter"
"Enabling the Reuse of Platform-Dependent Agents in Heterogeneous Agent-Based Applications","Languages, Methodologies and Development Tools for Multi-Agent Systems","","","","10.1007/978-3-540-85058-8_13","Giancarlo FortinoAlfredo GarroWilma Russo","2008","http://link.springer.com/chapter/10.1007/978-3-540-85058-8_13","Chapter"
"Transformation of Ontology-Based Conceptual Models into Relational Schemas","Conceptual Modeling","","","","10.1007/978-3-030-62522-1_23","Gustavo L. GuidoniJoão Paulo A. AlmeidaGiancarlo Guizzardi","2020","http://link.springer.com/chapter/10.1007/978-3-030-62522-1_23","Chapter"
"Penalty-Based Functions Defined by Pre-aggregation Functions","Information Processing and Management of Uncertainty in Knowledge-Based Systems. Theory and Foundations","","","","10.1007/978-3-319-91476-3_34","Graçaliz Pereira DimuroRadko MesiarHumberto BustinceBenjamín BedregalJosé Antonio SanzGiancarlo Lucca","2018","http://link.springer.com/chapter/10.1007/978-3-319-91476-3_34","Chapter"
"Engineering Self-adaptive Microservice Applications: An Experience Report","Service-Oriented Computing","","","","10.1007/978-3-031-48421-6_16","Vincenzo RiccioGiancarlo SorrentinoMatteo CamilliRaffaela MirandolaPatrizia Scandurra","2023","http://link.springer.com/chapter/10.1007/978-3-031-48421-6_16","Chapter"
"Relationships and Events: Towards a General Theory of Reification and Truthmaking","AI*IA 2016 Advances in Artificial Intelligence","","","","10.1007/978-3-319-49130-1_18","Nicola GuarinoGiancarlo Guizzardi","2016","http://link.springer.com/chapter/10.1007/978-3-319-49130-1_18","Chapter"
